Date,Views,Clicks,Conversions,CostPerAd,CTR,ConversionRate,CPC,Platform,CostPerConversion,Month
2024-01-01,4838,79,5,137,1.63,6.33,1.73,Adwords,27.4,January 2024
2024-01-02,4485,55,6,83,1.23,10.91,1.51,Adwords,13.83,January 2024
2024-01-03,5241,63,7,154,1.2,11.11,2.44,Adwords,22.0,January 2024
2024-01-03,5468,71,7,100,1.3,9.86,1.41,Adwords,14.29,January 2024
2024-01-07,4000,72,7,78,1.8,9.72,1.08,Adwords,11.14,January 2024
2024-01-07,4962,67,7,69,1.35,10.45,1.03,Adwords,9.86,January 2024
2024-01-08,4856,37,8,53,0.76,21.62,1.43,Adwords,6.62,January 2024
2024-01-08,5609,50,7,195,0.89,14.0,3.9,Adwords,27.86,January 2024
2024-01-08,4424,67,4,57,1.51,5.97,0.85,Adwords,14.25,January 2024
2024-01-08,4311,65,4,96,1.51,6.15,1.48,Adwords,24.0,January 2024
2024-01-10,5097,63,9,125,1.24,14.29,1.98,Adwords,13.89,January 2024
2024-01-12,4022,61,9,53,1.52,14.75,0.87,Adwords,5.89,January 2024
2024-01-13,5567,67,9,171,1.2,13.43,2.55,Adwords,19.0,January 2024
2024-01-13,5560,63,7,139,1.13,11.11,2.21,Adwords,19.86,January 2024
2024-01-13,5138,64,9,133,1.25,14.06,2.08,Adwords,14.78,January 2024
2024-01-13,5649,35,4,123,0.62,11.43,3.51,Adwords,30.75,January 2024
2024-01-15,5569,75,8,132,1.35,10.67,1.76,Adwords,16.5,January 2024
2024-01-16,4235,76,5,147,1.79,6.58,1.93,Adwords,29.4,January 2024
2024-01-16,5654,63,6,114,1.11,9.52,1.81,Adwords,19.0,January 2024
2024-01-16,5090,82,3,172,1.61,3.66,2.1,Adwords,57.33,January 2024
2024-01-16,4304,88,3,97,2.04,3.41,1.1,Adwords,32.33,January 2024
2024-01-18,4023,85,3,62,2.11,3.53,0.73,Adwords,20.67,January 2024
2024-01-18,5323,59,8,164,1.11,13.56,2.78,Adwords,20.5,January 2024
2024-01-18,3797,52,5,51,1.37,9.62,0.98,Adwords,10.2,January 2024
2024-01-18,5666,83,9,103,1.46,10.84,1.24,Adwords,11.44,January 2024
2024-01-18,4197,33,5,193,0.79,15.15,5.85,Adwords,38.6,January 2024
2024-01-18,5609,39,5,197,0.7,12.82,5.05,Adwords,39.4,January 2024
2024-01-19,4312,33,7,128,0.77,21.21,3.88,Adwords,18.29,January 2024
2024-01-19,4782,65,6,95,1.36,9.23,1.46,Adwords,15.83,January 2024
2024-01-20,3777,77,3,72,2.04,3.9,0.94,Adwords,24.0,January 2024
2024-01-22,3915,36,8,67,0.92,22.22,1.86,Adwords,8.38,January 2024
2024-01-23,5333,43,4,176,0.81,9.3,4.09,Adwords,44.0,January 2024
2024-01-27,3738,65,7,159,1.74,10.77,2.45,Adwords,22.71,January 2024
2024-01-28,5536,43,5,196,0.78,11.63,4.56,Adwords,39.2,January 2024
2024-01-28,3896,35,8,173,0.9,22.86,4.94,Adwords,21.62,January 2024
2024-01-29,5570,71,8,178,1.27,11.27,2.51,Adwords,22.25,January 2024
2024-01-30,4530,31,4,56,0.68,12.9,1.81,Adwords,14.0,January 2024
2024-01-30,5286,82,3,186,1.55,3.66,2.27,Adwords,62.0,January 2024
2024-02-03,4617,79,6,68,1.71,7.59,0.86,Adwords,11.33,February 2024
2024-02-03,4497,87,6,140,1.93,6.9,1.61,Adwords,23.33,February 2024
2024-02-04,5575,85,8,143,1.52,9.41,1.68,Adwords,17.88,February 2024
2024-02-04,4091,42,7,72,1.03,16.67,1.71,Adwords,10.29,February 2024
2024-02-06,4414,54,5,101,1.22,9.26,1.87,Adwords,20.2,February 2024
2024-02-12,5666,64,4,170,1.13,6.25,2.66,Adwords,42.5,February 2024
2024-02-12,4025,55,3,189,1.37,5.45,3.44,Adwords,63.0,February 2024
2024-02-13,5155,53,3,97,1.03,5.66,1.83,Adwords,32.33,February 2024
2024-02-14,4067,89,7,155,2.19,7.87,1.74,Adwords,22.14,February 2024
2024-02-14,4667,61,9,133,1.31,14.75,2.18,Adwords,14.78,February 2024
2024-02-15,5616,86,4,150,1.53,4.65,1.74,Adwords,37.5,February 2024
2024-02-16,3790,85,8,101,2.24,9.41,1.19,Adwords,12.62,February 2024
2024-02-17,3836,85,3,191,2.22,3.53,2.25,Adwords,63.67,February 2024
2024-02-18,3871,80,4,76,2.07,5.0,0.95,Adwords,19.0,February 2024
2024-02-19,4953,82,7,70,1.66,8.54,0.85,Adwords,10.0,February 2024
2024-02-19,4243,89,4,127,2.1,4.49,1.43,Adwords,31.75,February 2024
2024-02-19,5060,43,7,65,0.85,16.28,1.51,Adwords,9.29,February 2024
2024-02-20,4062,71,6,94,1.75,8.45,1.32,Adwords,15.67,February 2024
2024-02-24,3815,40,6,140,1.05,15.0,3.5,Adwords,23.33,February 2024
2024-02-26,4238,53,4,89,1.25,7.55,1.68,Adwords,22.25,February 2024
2024-02-28,5626,58,8,188,1.03,13.79,3.24,Adwords,23.5,February 2024
2024-02-28,4433,36,8,150,0.81,22.22,4.17,Adwords,18.75,February 2024
2024-02-28,4183,71,9,77,1.7,12.68,1.08,Adwords,8.56,February 2024
2024-02-28,3858,80,8,137,2.07,10.0,1.71,Adwords,17.12,February 2024
2024-02-29,4740,35,8,118,0.74,22.86,3.37,Adwords,14.75,February 2024
2024-02-29,5455,48,3,128,0.88,6.25,2.67,Adwords,42.67,February 2024
2024-03-01,5480,51,3,129,0.93,5.88,2.53,Adwords,43.0,March 2024
2024-03-02,4222,61,3,188,1.44,4.92,3.08,Adwords,62.67,March 2024
2024-03-04,4131,46,4,176,1.11,8.7,3.83,Adwords,44.0,March 2024
2024-03-05,5220,75,3,69,1.44,4.0,0.92,Adwords,23.0,March 2024
2024-03-05,4792,88,4,84,1.84,4.55,0.95,Adwords,21.0,March 2024
2024-03-05,5093,39,7,52,0.77,17.95,1.33,Adwords,7.43,March 2024
2024-03-07,4774,71,3,124,1.49,4.23,1.75,Adwords,41.33,March 2024
2024-03-07,4933,85,8,124,1.72,9.41,1.46,Adwords,15.5,March 2024
2024-03-07,4661,72,6,168,1.54,8.33,2.33,Adwords,28.0,March 2024
2024-03-08,4317,34,4,65,0.79,11.76,1.91,Adwords,16.25,March 2024
2024-03-10,5680,76,3,151,1.34,3.95,1.99,Adwords,50.33,March 2024
2024-03-10,4661,34,6,179,0.73,17.65,5.26,Adwords,29.83,March 2024
2024-03-11,4160,56,7,125,1.35,12.5,2.23,Adwords,17.86,March 2024
2024-03-11,3720,35,4,178,0.94,11.43,5.09,Adwords,44.5,March 2024
2024-03-11,5085,41,3,84,0.81,7.32,2.05,Adwords,28.0,March 2024
2024-03-12,5320,42,6,118,0.79,14.29,2.81,Adwords,19.67,March 2024
2024-03-12,4329,69,6,180,1.59,8.7,2.61,Adwords,30.0,March 2024
2024-03-15,4259,59,3,77,1.39,5.08,1.31,Adwords,25.67,March 2024
2024-03-15,4289,66,5,149,1.54,7.58,2.26,Adwords,29.8,March 2024
2024-03-16,4442,72,9,143,1.62,12.5,1.99,Adwords,15.89,March 2024
2024-03-16,5565,39,9,95,0.7,23.08,2.44,Adwords,10.56,March 2024
2024-03-16,4964,47,3,77,0.95,6.38,1.64,Adwords,25.67,March 2024
2024-03-17,4260,54,7,69,1.27,12.96,1.28,Adwords,9.86,March 2024
2024-03-18,3994,76,9,127,1.9,11.84,1.67,Adwords,14.11,March 2024
2024-03-22,4392,41,5,113,0.93,12.2,2.76,Adwords,22.6,March 2024
2024-03-23,5502,68,4,68,1.24,5.88,1.0,Adwords,17.0,March 2024
2024-03-23,4504,75,9,148,1.67,12.0,1.97,Adwords,16.44,March 2024
2024-03-24,3977,31,8,151,0.78,25.81,4.87,Adwords,18.88,March 2024
2024-03-24,4484,45,5,76,1.0,11.11,1.69,Adwords,15.2,March 2024
2024-03-25,4756,48,4,74,1.01,8.33,1.54,Adwords,18.5,March 2024
2024-03-26,5378,63,6,67,1.17,9.52,1.06,Adwords,11.17,March 2024
2024-03-26,5112,72,5,79,1.41,6.94,1.1,Adwords,15.8,March 2024
2024-03-26,5151,51,8,189,0.99,15.69,3.71,Adwords,23.62,March 2024
2024-03-27,4800,44,7,190,0.92,15.91,4.32,Adwords,27.14,March 2024
2024-03-28,4262,82,7,141,1.92,8.54,1.72,Adwords,20.14,March 2024
2024-03-28,5514,48,3,132,0.87,6.25,2.75,Adwords,44.0,March 2024
2024-03-31,5638,48,5,190,0.85,10.42,3.96,Adwords,38.0,March 2024
2024-04-01,5462,54,9,84,0.99,16.67,1.56,Adwords,9.33,April 2024
2024-04-01,5142,81,7,172,1.58,8.64,2.12,Adwords,24.57,April 2024
2024-04-02,5727,53,5,172,0.93,9.43,3.25,Adwords,34.4,April 2024
2024-04-02,3937,43,9,184,1.09,20.93,4.28,Adwords,20.44,April 2024
2024-04-02,5594,41,3,76,0.73,7.32,1.85,Adwords,25.33,April 2024
2024-04-02,5318,81,6,78,1.52,7.41,0.96,Adwords,13.0,April 2024
2024-04-03,4156,55,8,109,1.32,14.55,1.98,Adwords,13.62,April 2024
2024-04-06,3728,43,6,106,1.15,13.95,2.47,Adwords,17.67,April 2024
2024-04-09,4828,79,9,114,1.64,11.39,1.44,Adwords,12.67,April 2024
2024-04-09,5003,89,7,135,1.78,7.87,1.52,Adwords,19.29,April 2024
2024-04-10,4626,61,4,54,1.32,6.56,0.89,Adwords,13.5,April 2024
2024-04-10,5714,79,5,135,1.38,6.33,1.71,Adwords,27.0,April 2024
2024-04-11,4747,89,9,190,1.87,10.11,2.13,Adwords,21.11,April 2024
2024-04-12,4907,34,6,102,0.69,17.65,3.0,Adwords,17.0,April 2024
2024-04-12,3973,77,9,185,1.94,11.69,2.4,Adwords,20.56,April 2024
2024-04-12,3813,55,7,153,1.44,12.73,2.78,Adwords,21.86,April 2024
2024-04-13,3954,87,8,77,2.2,9.2,0.89,Adwords,9.62,April 2024
2024-04-13,5188,84,9,73,1.62,10.71,0.87,Adwords,8.11,April 2024
2024-04-14,3992,50,3,169,1.25,6.0,3.38,Adwords,56.33,April 2024
2024-04-14,4556,77,4,125,1.69,5.19,1.62,Adwords,31.25,April 2024
2024-04-17,4518,66,3,144,1.46,4.55,2.18,Adwords,48.0,April 2024
2024-04-17,4801,74,7,114,1.54,9.46,1.54,Adwords,16.29,April 2024
2024-04-19,5446,78,8,71,1.43,10.26,0.91,Adwords,8.88,April 2024
2024-04-20,5453,37,6,192,0.68,16.22,5.19,Adwords,32.0,April 2024
2024-04-21,5185,84,6,171,1.62,7.14,2.04,Adwords,28.5,April 2024
2024-04-22,5725,60,3,179,1.05,5.0,2.98,Adwords,59.67,April 2024
2024-04-23,5086,46,7,80,0.9,15.22,1.74,Adwords,11.43,April 2024
2024-04-29,4908,45,3,61,0.92,6.67,1.36,Adwords,20.33,April 2024
2024-04-29,5152,88,4,131,1.71,4.55,1.49,Adwords,32.75,April 2024
2024-04-29,5031,88,5,134,1.75,5.68,1.52,Adwords,26.8,April 2024
2024-05-01,3978,64,3,92,1.61,4.69,1.44,Adwords,30.67,May 2024
2024-05-02,5117,40,6,96,0.78,15.0,2.4,Adwords,16.0,May 2024
2024-05-02,3975,83,5,115,2.09,6.02,1.39,Adwords,23.0,May 2024
2024-05-02,5562,70,6,61,1.26,8.57,0.87,Adwords,10.17,May 2024
2024-05-04,3934,43,5,159,1.09,11.63,3.7,Adwords,31.8,May 2024
2024-05-04,5503,41,4,91,0.75,9.76,2.22,Adwords,22.75,May 2024
2024-05-04,5022,51,3,164,1.02,5.88,3.22,Adwords,54.67,May 2024
2024-05-04,4584,89,7,105,1.94,7.87,1.18,Adwords,15.0,May 2024
2024-05-07,4822,49,6,190,1.02,12.24,3.88,Adwords,31.67,May 2024
2024-05-08,5083,54,3,81,1.06,5.56,1.5,Adwords,27.0,May 2024
2024-05-08,4394,75,6,134,1.71,8.0,1.79,Adwords,22.33,May 2024
2024-05-11,5559,46,3,156,0.83,6.52,3.39,Adwords,52.0,May 2024
2024-05-12,4545,80,3,122,1.76,3.75,1.52,Adwords,40.67,May 2024
2024-05-13,5421,49,3,76,0.9,6.12,1.55,Adwords,25.33,May 2024
2024-05-14,5316,62,5,132,1.17,8.06,2.13,Adwords,26.4,May 2024
2024-05-15,5629,70,8,103,1.24,11.43,1.47,Adwords,12.88,May 2024
2024-05-16,4514,83,3,71,1.84,3.61,0.86,Adwords,23.67,May 2024
2024-05-17,5624,37,6,138,0.66,16.22,3.73,Adwords,23.0,May 2024
2024-05-19,5445,68,6,141,1.25,8.82,2.07,Adwords,23.5,May 2024
2024-05-19,5203,59,6,120,1.13,10.17,2.03,Adwords,20.0,May 2024
2024-05-19,5340,75,6,93,1.4,8.0,1.24,Adwords,15.5,May 2024
2024-05-20,4180,72,8,144,1.72,11.11,2.0,Adwords,18.0,May 2024
2024-05-21,4582,65,4,64,1.42,6.15,0.98,Adwords,16.0,May 2024
2024-05-25,4457,83,7,158,1.86,8.43,1.9,Adwords,22.57,May 2024
2024-05-26,5195,32,6,156,0.62,18.75,4.88,Adwords,26.0,May 2024
2024-05-26,4524,54,7,100,1.19,12.96,1.85,Adwords,14.29,May 2024
2024-05-27,4245,73,9,65,1.72,12.33,0.89,Adwords,7.22,May 2024
2024-05-28,3863,63,6,167,1.63,9.52,2.65,Adwords,27.83,May 2024
2024-05-30,5494,68,9,140,1.24,13.24,2.06,Adwords,15.56,May 2024
2024-06-01,4905,60,5,123,1.22,8.33,2.05,Adwords,24.6,June 2024
2024-06-01,4624,64,9,80,1.38,14.06,1.25,Adwords,8.89,June 2024
2024-06-03,5156,37,9,165,0.72,24.32,4.46,Adwords,18.33,June 2024
2024-06-04,5621,43,4,77,0.76,9.3,1.79,Adwords,19.25,June 2024
2024-06-06,5730,44,3,146,0.77,6.82,3.32,Adwords,48.67,June 2024
2024-06-08,5177,64,4,85,1.24,6.25,1.33,Adwords,21.25,June 2024
2024-06-10,4688,33,9,127,0.7,27.27,3.85,Adwords,14.11,June 2024
2024-06-11,5006,67,9,194,1.34,13.43,2.9,Adwords,21.56,June 2024
2024-06-12,5624,43,5,144,0.76,11.63,3.35,Adwords,28.8,June 2024
2024-06-14,5661,75,9,174,1.32,12.0,2.32,Adwords,19.33,June 2024
2024-06-15,5336,84,9,140,1.57,10.71,1.67,Adwords,15.56,June 2024
2024-06-16,4571,69,5,139,1.51,7.25,2.01,Adwords,27.8,June 2024
2024-06-17,5380,85,6,189,1.58,7.06,2.22,Adwords,31.5,June 2024
2024-06-18,3938,57,3,69,1.45,5.26,1.21,Adwords,23.0,June 2024
2024-06-19,4435,64,6,74,1.44,9.38,1.16,Adwords,12.33,June 2024
2024-06-21,5025,67,7,106,1.33,10.45,1.58,Adwords,15.14,June 2024
2024-06-21,5318,56,6,149,1.05,10.71,2.66,Adwords,24.83,June 2024
2024-06-22,5078,88,6,172,1.73,6.82,1.95,Adwords,28.67,June 2024
2024-06-24,4168,87,5,92,2.09,5.75,1.06,Adwords,18.4,June 2024
2024-06-25,4824,48,4,190,1.0,8.33,3.96,Adwords,47.5,June 2024
2024-06-29,5706,47,7,120,0.82,14.89,2.55,Adwords,17.14,June 2024
2024-06-30,3974,85,3,135,2.14,3.53,1.59,Adwords,45.0,June 2024
2024-06-30,3722,44,8,112,1.18,18.18,2.55,Adwords,14.0,June 2024
2024-07-02,5629,75,6,179,1.33,8.0,2.39,Adwords,29.83,July 2024
2024-07-02,5368,58,6,89,1.08,10.34,1.53,Adwords,14.83,July 2024
2024-07-03,4719,70,6,50,1.48,8.57,0.71,Adwords,8.33,July 2024
2024-07-06,4889,72,6,106,1.47,8.33,1.47,Adwords,17.67,July 2024
2024-07-07,5660,60,7,160,1.06,11.67,2.67,Adwords,22.86,July 2024
2024-07-09,5702,68,4,103,1.19,5.88,1.51,Adwords,25.75,July 2024
2024-07-09,5435,44,3,65,0.81,6.82,1.48,Adwords,21.67,July 2024
2024-07-13,4831,70,5,90,1.45,7.14,1.29,Adwords,18.0,July 2024
2024-07-13,4309,54,8,92,1.25,14.81,1.7,Adwords,11.5,July 2024
2024-07-13,4104,45,3,61,1.1,6.67,1.36,Adwords,20.33,July 2024
2024-07-13,5619,41,6,168,0.73,14.63,4.1,Adwords,28.0,July 2024
2024-07-14,5415,41,5,130,0.76,12.2,3.17,Adwords,26.0,July 2024
2024-07-15,5004,45,6,133,0.9,13.33,2.96,Adwords,22.17,July 2024
2024-07-16,4864,51,3,124,1.05,5.88,2.43,Adwords,41.33,July 2024
2024-07-17,4684,78,5,197,1.67,6.41,2.53,Adwords,39.4,July 2024
2024-07-18,3962,62,7,140,1.56,11.29,2.26,Adwords,20.0,July 2024
2024-07-18,4552,31,9,192,0.68,29.03,6.19,Adwords,21.33,July 2024
2024-07-19,4381,45,5,80,1.03,11.11,1.78,Adwords,16.0,July 2024
2024-07-20,4652,76,4,59,1.63,5.26,0.78,Adwords,14.75,July 2024
2024-07-21,5628,36,7,129,0.64,19.44,3.58,Adwords,18.43,July 2024
2024-07-21,4153,57,5,167,1.37,8.77,2.93,Adwords,33.4,July 2024
2024-07-22,5114,39,6,108,0.76,15.38,2.77,Adwords,18.0,July 2024
2024-07-25,4587,56,5,153,1.22,8.93,2.73,Adwords,30.6,July 2024
2024-07-25,5090,45,7,108,0.88,15.56,2.4,Adwords,15.43,July 2024
2024-07-25,4844,72,4,51,1.49,5.56,0.71,Adwords,12.75,July 2024
2024-07-25,5728,80,3,61,1.4,3.75,0.76,Adwords,20.33,July 2024
2024-07-26,4702,36,4,69,0.77,11.11,1.92,Adwords,17.25,July 2024
2024-07-26,4999,70,3,97,1.4,4.29,1.39,Adwords,32.33,July 2024
2024-07-26,3844,32,8,92,0.83,25.0,2.88,Adwords,11.5,July 2024
2024-07-26,5140,84,4,190,1.63,4.76,2.26,Adwords,47.5,July 2024
2024-07-27,4486,50,4,111,1.11,8.0,2.22,Adwords,27.75,July 2024
2024-07-28,4962,36,8,87,0.73,22.22,2.42,Adwords,10.88,July 2024
2024-07-29,4395,75,4,147,1.71,5.33,1.96,Adwords,36.75,July 2024
2024-07-30,5089,71,3,136,1.4,4.23,1.92,Adwords,45.33,July 2024
2024-07-31,4543,63,7,169,1.39,11.11,2.68,Adwords,24.14,July 2024
2024-08-05,5505,52,8,109,0.94,15.38,2.1,Adwords,13.62,August 2024
2024-08-06,5260,76,3,73,1.44,3.95,0.96,Adwords,24.33,August 2024
2024-08-07,4878,54,4,52,1.11,7.41,0.96,Adwords,13.0,August 2024
2024-08-08,5581,45,9,84,0.81,20.0,1.87,Adwords,9.33,August 2024
2024-08-09,5526,79,6,176,1.43,7.59,2.23,Adwords,29.33,August 2024
2024-08-10,4901,54,3,188,1.1,5.56,3.48,Adwords,62.67,August 2024
2024-08-12,4474,40,8,126,0.89,20.0,3.15,Adwords,15.75,August 2024
2024-08-14,5617,45,4,66,0.8,8.89,1.47,Adwords,16.5,August 2024
2024-08-14,4652,53,8,113,1.14,15.09,2.13,Adwords,14.12,August 2024
2024-08-16,4807,43,7,170,0.89,16.28,3.95,Adwords,24.29,August 2024
2024-08-19,4226,83,5,58,1.96,6.02,0.7,Adwords,11.6,August 2024
2024-08-21,4821,88,5,112,1.83,5.68,1.27,Adwords,22.4,August 2024
2024-08-21,5319,68,7,172,1.28,10.29,2.53,Adwords,24.57,August 2024
2024-08-25,4231,40,4,138,0.95,10.0,3.45,Adwords,34.5,August 2024
2024-08-27,4915,86,6,56,1.75,6.98,0.65,Adwords,9.33,August 2024
2024-08-28,5257,77,9,160,1.46,11.69,2.08,Adwords,17.78,August 2024
2024-08-28,4240,63,9,50,1.49,14.29,0.79,Adwords,5.56,August 2024
2024-08-28,4250,48,3,89,1.13,6.25,1.85,Adwords,29.67,August 2024
2024-08-29,4819,87,8,66,1.81,9.2,0.76,Adwords,8.25,August 2024
2024-08-30,5184,66,8,65,1.27,12.12,0.98,Adwords,8.12,August 2024
2024-08-31,4322,40,8,58,0.93,20.0,1.45,Adwords,7.25,August 2024
2024-08-31,4803,72,4,98,1.5,5.56,1.36,Adwords,24.5,August 2024
2024-09-01,5223,74,3,57,1.42,4.05,0.77,Adwords,19.0,September 2024
2024-09-05,4073,60,3,53,1.47,5.0,0.88,Adwords,17.67,September 2024
2024-09-06,5001,44,4,178,0.88,9.09,4.05,Adwords,44.5,September 2024
2024-09-09,3989,68,5,121,1.7,7.35,1.78,Adwords,24.2,September 2024
2024-09-10,4809,55,4,100,1.14,7.27,1.82,Adwords,25.0,September 2024
2024-09-10,3733,54,5,125,1.45,9.26,2.31,Adwords,25.0,September 2024
2024-09-11,4444,52,4,189,1.17,7.69,3.63,Adwords,47.25,September 2024
2024-09-11,3887,83,6,161,2.14,7.23,1.94,Adwords,26.83,September 2024
2024-09-13,5136,32,5,55,0.62,15.62,1.72,Adwords,11.0,September 2024
2024-09-15,4027,41,7,132,1.02,17.07,3.22,Adwords,18.86,September 2024
2024-09-17,4443,76,3,110,1.71,3.95,1.45,Adwords,36.67,September 2024
2024-09-17,4627,48,6,98,1.04,12.5,2.04,Adwords,16.33,September 2024
2024-09-18,4034,68,4,84,1.69,5.88,1.24,Adwords,21.0,September 2024
2024-09-20,4722,61,7,104,1.29,11.48,1.7,Adwords,14.86,September 2024
2024-09-22,3812,83,8,113,2.18,9.64,1.36,Adwords,14.12,September 2024
2024-09-25,4362,60,9,73,1.38,15.0,1.22,Adwords,8.11,September 2024
2024-09-25,5311,74,9,173,1.39,12.16,2.34,Adwords,19.22,September 2024
2024-09-26,5132,51,4,116,0.99,7.84,2.27,Adwords,29.0,September 2024
2024-09-27,5230,40,5,118,0.76,12.5,2.95,Adwords,23.6,September 2024
2024-09-27,3761,52,4,179,1.38,7.69,3.44,Adwords,44.75,September 2024
2024-09-27,5162,74,5,186,1.43,6.76,2.51,Adwords,37.2,September 2024
2024-09-27,3735,86,8,67,2.3,9.3,0.78,Adwords,8.38,September 2024
2024-09-29,4211,52,4,154,1.23,7.69,2.96,Adwords,38.5,September 2024
2024-09-29,5432,78,6,146,1.44,7.69,1.87,Adwords,24.33,September 2024
2024-09-30,5520,84,5,129,1.52,5.95,1.54,Adwords,25.8,September 2024
2024-10-01,4282,34,4,59,0.79,11.76,1.74,Adwords,14.75,October 2024
2024-10-02,4342,54,8,55,1.24,14.81,1.02,Adwords,6.88,October 2024
2024-10-02,3942,33,8,113,0.84,24.24,3.42,Adwords,14.12,October 2024
2024-10-03,4398,34,8,75,0.77,23.53,2.21,Adwords,9.38,October 2024
2024-10-05,3789,72,8,142,1.9,11.11,1.97,Adwords,17.75,October 2024
2024-10-06,4853,55,4,87,1.13,7.27,1.58,Adwords,21.75,October 2024
2024-10-06,5238,47,3,66,0.9,6.38,1.4,Adwords,22.0,October 2024
2024-10-06,4707,83,7,145,1.76,8.43,1.75,Adwords,20.71,October 2024
2024-10-08,5280,85,7,149,1.61,8.24,1.75,Adwords,21.29,October 2024
2024-10-09,5743,84,4,186,1.46,4.76,2.21,Adwords,46.5,October 2024
2024-10-09,5073,38,6,190,0.75,15.79,5.0,Adwords,31.67,October 2024
2024-10-12,4185,35,5,186,0.84,14.29,5.31,Adwords,37.2,October 2024
2024-10-13,4128,83,4,139,2.01,4.82,1.67,Adwords,34.75,October 2024
2024-10-14,3915,85,7,79,2.17,8.24,0.93,Adwords,11.29,October 2024
2024-10-14,5536,43,3,185,0.78,6.98,4.3,Adwords,61.67,October 2024
2024-10-16,4964,85,5,98,1.71,5.88,1.15,Adwords,19.6,October 2024
2024-10-16,5290,74,3,51,1.4,4.05,0.69,Adwords,17.0,October 2024
2024-10-16,5225,86,3,57,1.65,3.49,0.66,Adwords,19.0,October 2024
2024-10-19,4159,48,4,61,1.15,8.33,1.27,Adwords,15.25,October 2024
2024-10-23,4594,42,8,145,0.91,19.05,3.45,Adwords,18.12,October 2024
2024-10-26,4895,86,5,148,1.76,5.81,1.72,Adwords,29.6,October 2024
2024-10-27,5705,47,8,79,0.82,17.02,1.68,Adwords,9.88,October 2024
2024-10-27,4965,47,4,111,0.95,8.51,2.36,Adwords,27.75,October 2024
2024-10-29,4242,36,3,108,0.85,8.33,3.0,Adwords,36.0,October 2024
2024-11-01,5042,37,4,158,0.73,10.81,4.27,Adwords,39.5,November 2024
2024-11-03,3883,50,9,60,1.29,18.0,1.2,Adwords,6.67,November 2024
2024-11-03,4473,72,8,99,1.61,11.11,1.38,Adwords,12.38,November 2024
2024-11-04,4001,34,9,81,0.85,26.47,2.38,Adwords,9.0,November 2024
2024-11-06,4692,53,9,61,1.13,16.98,1.15,Adwords,6.78,November 2024
2024-11-07,4785,84,7,122,1.76,8.33,1.45,Adwords,17.43,November 2024
2024-11-07,5538,32,3,53,0.58,9.38,1.66,Adwords,17.67,November 2024
2024-11-07,4587,72,7,177,1.57,9.72,2.46,Adwords,25.29,November 2024
2024-11-08,3997,54,9,131,1.35,16.67,2.43,Adwords,14.56,November 2024
2024-11-10,4295,89,8,169,2.07,8.99,1.9,Adwords,21.12,November 2024
2024-11-10,4109,87,5,146,2.12,5.75,1.68,Adwords,29.2,November 2024
2024-11-12,4931,57,9,172,1.16,15.79,3.02,Adwords,19.11,November 2024
2024-11-12,5132,75,6,73,1.46,8.0,0.97,Adwords,12.17,November 2024
2024-11-14,3789,80,3,199,2.11,3.75,2.49,Adwords,66.33,November 2024
2024-11-15,3770,62,7,155,1.64,11.29,2.5,Adwords,22.14,November 2024
2024-11-16,5460,58,3,152,1.06,5.17,2.62,Adwords,50.67,November 2024
2024-11-16,5544,82,5,199,1.48,6.1,2.43,Adwords,39.8,November 2024
2024-11-17,4705,41,5,107,0.87,12.2,2.61,Adwords,21.4,November 2024
2024-11-17,4076,54,8,110,1.32,14.81,2.04,Adwords,13.75,November 2024
2024-11-19,4070,89,3,161,2.19,3.37,1.81,Adwords,53.67,November 2024
2024-11-19,5451,78,7,118,1.43,8.97,1.51,Adwords,16.86,November 2024
2024-11-21,4462,37,4,133,0.83,10.81,3.59,Adwords,33.25,November 2024
2024-11-22,5699,38,4,74,0.67,10.53,1.95,Adwords,18.5,November 2024
2024-11-22,4600,33,8,73,0.72,24.24,2.21,Adwords,9.12,November 2024
2024-11-23,5310,43,4,67,0.81,9.3,1.56,Adwords,16.75,November 2024
2024-11-24,5437,74,4,142,1.36,5.41,1.92,Adwords,35.5,November 2024
2024-11-24,3931,58,9,112,1.48,15.52,1.93,Adwords,12.44,November 2024
2024-11-25,3828,40,4,189,1.04,10.0,4.72,Adwords,47.25,November 2024
2024-11-25,4828,57,5,77,1.18,8.77,1.35,Adwords,15.4,November 2024
2024-11-25,5402,48,8,157,0.89,16.67,3.27,Adwords,19.62,November 2024
2024-11-26,5465,65,7,171,1.19,10.77,2.63,Adwords,24.43,November 2024
2024-11-27,5095,48,9,125,0.94,18.75,2.6,Adwords,13.89,November 2024
2024-11-29,4744,78,7,172,1.64,8.97,2.21,Adwords,24.57,November 2024
2024-12-01,5558,80,6,80,1.44,7.5,1.0,Adwords,13.33,December 2024
2024-12-03,5098,57,4,57,1.12,7.02,1.0,Adwords,14.25,December 2024
2024-12-03,4403,74,6,130,1.68,8.11,1.76,Adwords,21.67,December 2024
2024-12-04,4190,83,9,190,1.98,10.84,2.29,Adwords,21.11,December 2024
2024-12-05,5750,61,6,57,1.06,9.84,0.93,Adwords,9.5,December 2024
2024-12-06,4544,61,6,89,1.34,9.84,1.46,Adwords,14.83,December 2024
2024-12-06,3836,87,9,58,2.27,10.34,0.67,Adwords,6.44,December 2024
2024-12-06,5183,32,3,187,0.62,9.38,5.84,Adwords,62.33,December 2024
2024-12-07,4834,59,3,130,1.22,5.08,2.2,Adwords,43.33,December 2024
2024-12-08,5009,87,9,151,1.74,10.34,1.74,Adwords,16.78,December 2024
